"","original_title","year","Genre","duration","votes"
"555","Metalstorm: The Destruction of Jared-Syn",1983,"Action/Adventure",84,1550
"556","Mr. Mom",1983,"Comedy",91,20559
"557","My Breakfast with Blassie",1983,"Comedy",60,501
"558","My Tutor",1983,"Comedy",97,3115
"559","National Lampoon's Vacation",1983,"Action/Adventure",98,94090
"560","Never Cry Wolf",1983,"Action/Adventure",105,7528
"561","A Night in Heaven",1983,"Drama",83,1165
"562","Nightbeast",1982,"Horror",80,1364
"563","Nightmares",1983,"Horror",99,2850
"564","One Dark Night",1982,"Horror",89,2495
"565","One Down, Two to Go",1982,"Action/Adventure",85,470
"566","The Osterman Weekend",1983,"Action/Adventure",103,7863
"567","Pink Motel",1982,"Comedy",87,112
"568","Please Don't Eat the Babies",1983,"Action/Adventure",88,147
"569","The Prey",1983,"Horror",80,899
"570","Private School",1983,"Comedy",89,5726
"571","The Prodigal Planet",1983,"Sci-Fi/Fantasy",126,171
"572","The Prodigal",1983,"Drama",109,121
"573","Star Wars: Episode VI - Return of the Jedi",1983,"Action/Adventure",131,928036
"574","Revenge of the Ninja",1983,"Action/Adventure",90,4330
"575","Richard Pryor... Here and Now",1983,"Comedy",83,2072
"576","The Right Stuff",1983,"Action/Adventure",193,54959
"577","Risky Business",1983,"Comedy",99,79137
"578","Romantic Comedy",1983,"Comedy",103,741
"579","Rumble Fish",1983,"Crime",94,31122
"580","Sacred Ground",1983,"Drama",100,185
"581","Scalps",1983,"Horror",82,1125
"582","Scarface",1983,"Crime",170,721343
"583","Scream",1981,"Horror",82,665
"584","Silkwood",1983,"Drama",131,17878
"585","Sleepaway Camp",1983,"Horror",84,25573
"586","Smokey and the Bandit Part 3",1983,"Action/Adventure",85,7936
"587","Something Wicked This Way Comes",1983,"Sci-Fi/Fantasy",95,8165
"588","Somewhere, Tomorrow",1983,"Drama",91,542
"589","Space Raiders",1983,"Action/Adventure",84,1119
"590","Spring Break",1983,"Comedy",102,2605
"591","The Star Chamber",1983,"Crime",109,6185
"592","Staying Alive",1983,"Drama",93,14280
"593","Strange Invaders",1983,"Horror",94,2560
"594","Streamers",1983,"Crime",118,1762
"595","Stroker Ace",1983,"Action/Adventure",96,3516
"596","Sudden Impact",1983,"Action/Adventure",117,39855
"597","The Survivors",1983,"Comedy",103,4525
"598","Table for Five",1983,"Drama",122,647
"599","Tender Mercies",1983,"Drama",92,9114
"600","Terms of Endearment",1983,"Comedy",132,53767
"601","Testament",1983,"Drama",90,5607
"602","A Time to Die",1982,"Crime",91,219
"603","Timerider: The Adventure of Lyle Swann",1982,"Action/Adventure",94,1965
"604","To All a Goodnight",1980,"Horror",87,1195
"605","To Be or Not to Be",1983,"Comedy",107,10034
"606","Tough Enough",1983,"Action/Adventure",106,752
"607","Trading Places",1983,"Comedy",116,131836
"608","Trenchcoat",1983,"Comedy",91,443
"609","Twice Upon a Time",1983,"Family",74,1075
"610","Twilight Zone: The Movie",1983,"Horror",101,32370
"611","Two of a Kind",1983,"Comedy",88,3810
"612","Uncommon Valor",1983,"Action/Adventure",105,8835
"613","Valley Girl",1983,"Comedy",99,12965
"614","Walking the Edge",1985,"Action/Adventure",93,458
"615","WarGames",1983,"Action/Adventure",114,88505
"616","Wavelength",1983,"Sci-Fi/Fantasy",87,687
"617","Suburbia",1983,"Drama",94,4415
"618","Without a Trace",1983,"Drama",120,1787
"619","Young Warriors",1983,"Action/Adventure",105,444
"620","Zelig",1983,"Comedy",79,39189
"621","2010: The Year We Make Contact",1984,"Action/Adventure",116,48850
"622","Access Code",1984,"Action/Adventure",88,122
"623","The Adventures of Buckaroo Banzai Across the 8th Dimension",1984,"Action/Adventure",103,23513
"624","Against All Odds",1984,"Action/Adventure",128,10476
"625","All of Me",1984,"Comedy",93,16393
"626","Almost You",1985,"Comedy",96,214
"627","Alphabet City",1984,"Crime",85,593
"628","The Ambassador",1984,"Action/Adventure",97,576
"629","American Dreamer",1984,"Comedy",105,1390
"630","Angel",1984,"Action/Adventure",94,2631
"631","Bachelor Party",1984,"Comedy",105,34916
"632","Bad Girls Dormitory",1986,"Action/Adventure",95,298
"633","The Bear",1984,"Drama",110,268
"634","Beat Street",1984,"Drama",105,3415
"635","Best Defense",1984,"Comedy",94,5387
"636","Beverly Hills Cop",1984,"Action/Adventure",105,159496
"637","Biohazard",1985,"Horror",84,613
"638","Birdy",1984,"Drama",120,21084
"639","The Black Room",1982,"Horror",88,324
"640","Blame It on Rio",1984,"Comedy",100,9764
"641","Blame It on the Night",1984,"Comedy",85,166
"642","Bless Their Little Hearts",1983,"Drama",80,172
"643","Blood Simple",1984,"Crime",99,85482
"644","Blood Suckers from Outer Space",1984,"Comedy",79,492
"645","Body Double",1984,"Crime",114,28003
"646","Body Rock",1984,"Drama",93,419
"647","Bolero",1984,"Comedy",105,4918
"648","Breakin'",1984,"Comedy",90,5721
"649","Breakin' 2: Electric Boogaloo",1984,"Comedy",94,3627
"650","A Breed Apart",1984,"Drama",95,1350
"651","Broadway Danny Rose",1984,"Comedy",84,23429
"652","The Brother from Another Planet",1984,"Comedy",108,5379
"653","The Buddy System",1984,"Drama",110,776
"654","C.H.U.D.",1984,"Horror",88,10431
"655","Chattanooga Choo Choo",1984,"Comedy",102,287
"656","Cheech & Chong's The Corsican Brothers",1984,"Comedy",82,3827
"657","Children of the Corn",1984,"Horror",92,46102
"658","Choose Me",1984,"Comedy",106,2567
"659","City Heat",1984,"Action/Adventure",93,8905
"660","Cloak & Dagger",1984,"Action/Adventure",101,6703
"661","The Cotton Club",1984,"Crime",127,16083
"662","Country",1984,"Drama",105,1761
"663","Courage",1984,"Horror",90,237
"664","Crackers",1984,"Action/Adventure",91,1159
"665","Crimes of Passion",1984,"Drama",107,6231
"666","Delivery Boys",1985,"Comedy",91,174
"667","Dim Sum: A Little Bit of Heart",1985,"Comedy",88,354
"668","Dreamscape",1984,"Action/Adventure",99,13411
"669","Ellie",1984,"Comedy",88,218
"670","Exterminator 2",1984,"Action/Adventure",89,1879
"671","Falling in Love",1984,"Drama",106,12355
"672","Fatal Games",1984,"Horror",88,679
"673","Fear City",1984,"Crime",95,2948
"674","Firestarter",1984,"Action/Adventure",114,28732
"675","Firstborn",1984,"Drama",103,2122
"676","The Flamingo Kid",1984,"Comedy",100,4824
"677","Flashpoint",1984,"Action/Adventure",93,2074
"678","Fleshburn",1984,"Horror",90,217
"679","Footloose",1984,"Drama",107,68479
"680","Friday the 13th: The Final Chapter",1984,"Horror",91,43484
"681","Garbo Talks",1984,"Comedy",103,1408
"682","Ghostbusters",1984,"Action/Adventure",105,347267
"683","Gimme an 'F'",1984,"Comedy",101,462
"684","Girls Nite Out",1982,"Horror",96,1055
"685","Grace Quigley",1984,"Comedy",87,615
"686","Grandview, U.S.A.",1984,"Drama",97,1723
"687","Gremlins",1984,"Comedy",106,191971
"688","Growing Pains",1984,"Comedy",85,295
"689","Hambone and Hillie",1983,"Comedy",90,198
"690","Hard to Hold",1984,"Drama",93,566
"691","Hardbodies",1984,"Comedy",88,3077
"692","Harry & Son",1984,"Drama",120,1919
"693","Heartbreakers",1984,"Drama",98,441
"694","Hell Riders",1984,"Action/Adventure",90,167
"695","Hollywood Hot Tubs",1984,"Comedy",103,350
"696","Hot Dog ...The Movie",1984,"Comedy",96,3012
"697","The House of God",1984,"Comedy",108,166
"698","The Ice Pirates",1984,"Action/Adventure",91,9691
"699","Iceman",1984,"Drama",100,5100
"700","Impulse",1984,"Horror",91,1235
"701","Indiana Jones and the Temple of Doom",1984,"Action/Adventure",118,438049
"702","The Initiation",1984,"Horror",97,2834
"703","Interface",1984,"Comedy",88,125
"704","Irreconcilable Differences",1984,"Comedy",113,2821
"705","Johnny Dangerously",1984,"Comedy",90,13024
"706","Joy of Sex",1984,"Comedy",93,679
"707","Just the Way You Are",1984,"Comedy",94,775
"708","The Karate Kid",1984,"Action/Adventure",126,171512
"709","Kidco",1984,"Comedy",105,596
"710","The Clairvoyant",1982,"Horror",97,461
"711","Killpoint",1984,"Action/Adventure",80,260
"712","Lassiter",1984,"Action/Adventure",100,2000
"713","The Last Horror Film",1982,"Comedy",87,1539
"714","The Last Starfighter",1984,"Action/Adventure",101,37524
"715","The Little Drummer Girl",1984,"Horror",130,1912
"716","The Lonely Guy",1984,"Comedy",90,6521
"717","Love Scenes",1984,"Drama",82,169
"718","Love Streams",1984,"Drama",141,5008
"719","Lovelines",1984,"Comedy",93,227
"720","Making the Grade",1984,"Comedy",105,1285
"721","Mass Appeal",1984,"Drama",99,930
"722","Massive Retaliation",1984,"Drama",90,125
"723","Meatballs Part II",1984,"Comedy",87,2214
"724","Micki + Maude",1984,"Comedy",118,2656
"725","Mike's Murder",1984,"Drama",109,786
"726","Missing in Action",1984,"Action/Adventure",101,13514
"727","Monaco Forever",1984,"Comedy",48,565
"728","Mortuary",1983,"Horror",91,1642
"729","Moscow on the Hudson",1984,"Comedy",115,10685
"730","Mrs. Soffel",1984,"Drama",110,2936
"731","The Muppets Take Manhattan",1984,"Action/Adventure",94,19073
"732","My Brother's Wedding",1983,"Drama",115,761
"733","The Naked Face",1984,"Action/Adventure",105,1063
"734","The Natural",1984,"Drama",138,43216
"735","New York Nights",1984,"Drama",103,131
"736","Night Patrol",1984,"Comedy",85,1314
"737","Night Shadows",1984,"Horror",99,1883
"738","Night Train to Terror",1985,"Horror",98,1995
"739","Night of the Comet",1984,"Comedy",95,17971
"740","A Nightmare on Elm Street",1984,"Horror",91,200307
"741","Ninja III: The Domination",1984,"Action/Adventure",92,3835
"742","No Small Affair",1984,"Comedy",102,1932
"743","Not for Publication",1984,"Comedy",88,168
"744","Nothing Lasts Forever",1984,"Comedy",82,746
"745","Octavia",1982,"Drama",93,100
"746","Odd Jobs",1986,"Comedy",88,378
"747","Oh, God! You Devil",1984,"Comedy",97,2274
"748","Old Enough",1984,"Drama",92,568
"749","Over the Brooklyn Bridge",1984,"Comedy",108,1404
"750","Paradise Motel",1985,"Comedy",89,157
"751","Perfect Strangers",1984,"Crime",91,343
"752","The Philadelphia Experiment",1984,"Action/Adventure",102,13857
"753","Places in the Heart",1984,"Drama",111,10018
"754","I Go Pogo",1980,"Family",86,111
"755","Police Academy",1984,"Comedy",96,111491
"756","The Pope of Greenwich Village",1984,"Action/Adventure",121,7664
"757","Prime Risk",1985,"Crime",98,229
"758","Prison Ship",1986,"Action/Adventure",86,833
"759","Protocol",1984,"Comedy",96,4430
"760","Purple Hearts",1984,"Drama",116,788
"761","Purple Rain",1984,"Drama",111,19104
"762","Racing with the Moon",1984,"Comedy",108,4031
"763","Reckless",1984,"Comedy",90,1850
"764","Red Dawn",1984,"Action/Adventure",114,50449
"765","The Red Fury",1984,"Drama",105,123
"766","Repo Man",1984,"Action/Adventure",92,33119
"767","The Deadly Spawn",1983,"Horror",81,4045
"768","Revenge of the Nerds",1984,"Comedy",90,47947
"769","Rhinestone",1984,"Comedy",111,6731
"770","The River Rat",1984,"Action/Adventure",93,826
"771","The River",1984,"Drama",124,6225
"772","Roadhouse 66",1984,"Action/Adventure",90,689
"773","The Rosebud Beach Hotel",1984,"Comedy",83,234
"774","Runaway",1984,"Action/Adventure",99,11368
"775","Running Hot",1984,"Crime",95,171
"776","Sam's Son",1984,"Drama",104,155
"777","Savage Streets",1984,"Action/Adventure",93,3798
"778","Screamplay",1985,"Comedy",92,280
"779","Secret Honor",1984,"Drama",90,2616
"780","Silent Madness",1984,"Horror",93,575
"781","Silent Night, Deadly Night",1984,"Horror",79,13093
"782","Sixteen Candles",1984,"Comedy",93,102767
"783","Slapstick (Of Another Kind)",1982,"Comedy",82,736
"784","Snowballing",1984,"Comedy",96,118
"785","A Soldier's Story",1984,"Crime",101,8609
"786","Songwriter",1984,"Drama",94,537
"787","Special Effects",1984,"Drama",106,813
"788","Splash",1984,"Comedy",111,67766
"789","Splitz",1982,"Comedy",86,117
"790","Star Trek III: The Search for Spock",1984,"Action/Adventure",105,73295
"791","Starman",1984,"Romance",115,41736
"792","The Stone Boy",1984,"Drama",91,691
"793","Strangers Kiss",1983,"Drama",94,136
"794","Strangers in Paradise",1984,"Comedy",84,114
"795","Streets of Fire",1984,"Action/Adventure",93,17552
"796","Streetwalkin'",1985,"Action/Adventure",82,527
"797","Stuck on You!",1982,"Comedy",88,410
"798","Surf II",1983,"Comedy",91,591
"799","Swing Shift",1984,"Drama",100,4189
"800","Tank",1984,"Action/Adventure",113,3945
"801","Teachers",1984,"Comedy",107,3800
"802","They're Playing with Fire",1984,"Crime",96,720
"803","Thief of Hearts",1984,"Drama",100,1544
"804","This Is Spinal Tap",1984,"Comedy",82,126671
"805","Tightrope",1984,"Crime",114,15463
"806","A Time to Remember",1988,"Drama",77,129
"807","Unfaithfully Yours",1984,"Comedy",96,2425
"808","Until September",1984,"Drama",95,598
"809","Up the Creek",1984,"Comedy",96,3059
"810","Weekend Pass",1984,"Comedy",88,420
"811","The Wild Life",1984,"Comedy",96,2331
"812","Windy City",1984,"Drama",103,251
"813","The Woman in Red",1984,"Comedy",87,13671
"814","Zombie Island Massacre",1984,"Horror",95,726
"815","1918",1985,"Drama",94,325
"816","The Adventures of Mark Twain",1985,"Family",86,2510
"817","After Hours",1985,"Comedy",97,56815
"818","Agnes of God",1985,"Drama",98,6627
"819","Alamo Bay",1985,"Action/Adventure",98,1035
"820","The Alchemist",1983,"Horror",78,482
"821","Always",1985,"Drama",105,290
"822","American Drive-In",1985,"Comedy",92,188
"823","American Flyers",1985,"Drama",113,5499
"824","The Annihilators",1985,"Action/Adventure",84,466
"825","The Assisi Underground",1985,"Drama",115,304
"826","The Naked Monster",2005,"Comedy",100,264
"827","Attack of the Beast Creatures",1985,"Horror",82,442
"828","Avenging Angel",1985,"Action/Adventure",93,1249
"829","The Aviator",1985,"Action/Adventure",96,1097
"830","Baby: Secret of the Lost Legend",1985,"Family",95,3036
"831","Back to the Future",1985,"Action/Adventure",116,1027330
"832","Bad Medicine",1985,"Comedy",98,1184
"833","The Barbaric Beast of Boggy Creek, Part II",1984,"Action/Adventure",91,3139
"834","Basic Training",1985,"Comedy",88,354
"835","Beer",1985,"Comedy",82,613
"836","The Beniker Gang",1984,"Drama",87,316
"837","Better Off Dead...",1985,"Comedy",97,40682
"838","Bloody Wednesday",1988,"Crime",96,401
"839","The Breakfast Club",1985,"Comedy",97,348873
"840","Brewster's Millions",1985,"Comedy",102,34864
"841","Buddies",1985,"Drama",81,190
"842","Cavegirl",1985,"Comedy",85,716
"843","Cease Fire",1985,"Drama",97,195
"844","Certain Fury",1985,"Action/Adventure",87,451
"845","A Chorus Line",1985,"Drama",113,8991
"846","City Limits",1984,"Action/Adventure",86,1180
"847","Club Life",1986,"Action/Adventure",93,114
"848","Clue",1985,"Comedy",94,78800
"849","Cocoon",1985,"Comedy",117,56333
"850","Code Name: Emerald",1985,"Action/Adventure",95,897
"851","Code of Silence",1985,"Action/Adventure",101,6741
"852","The Color Purple",1985,"Drama",154,76504
"853","Commando",1985,"Action/Adventure",90,143443
"854","Compromising Positions",1985,"Comedy",99,924
"855","Criminally Insane 2",1987,"Horror",70,433
"856","Creator",1985,"Comedy",107,2938
"857","Creature",1985,"Horror",97,3270
"858","Crimewave",1985,"Comedy",83,5036
"859","Crossover Dreams",1985,"Comedy",86,105
"860","Day of the Dead",1985,"Horror",96,61875
"861","Desert Hearts",1985,"Drama",91,4992
"862","Desperately Seeking Susan",1985,"Comedy",104,20579
"863","Doin' Time",1985,"Comedy",81,225
"864","Don't Mess with My Sister!",1985,"Action/Adventure",94,217
"865","Ragewar",1984,"Sci-Fi/Fantasy",73,1819
"866","Eleni",1985,"Drama",114,1306
"867","Evils of the Night",1985,"Horror",84,1220
"868","Explorers",1985,"Action/Adventure",109,19374
"869","F/X",1986,"Action/Adventure",109,17214
"870","Fast Forward",1985,"Drama",110,603
"871","Fever Pitch",1985,"Drama",96,235
"872","Flesh and Bullets",1985,"Crime",84,142
"873","Fletch",1985,"Comedy",98,46684
"874","Fool for Love",1985,"Drama",106,2301
"875","Fraternity Vacation",1985,"Comedy",94,2120
"876","Friday the 13th: A New Beginning",1985,"Horror",92,32655
"877","Fright Night",1985,"Sci-Fi/Fantasy",106,58258
"878","Future-Kill",1985,"Action/Adventure",89,578
"879","Get Out of My Room",1985,"Comedy",53,1077
"880","Ghoulies",1984,"Comedy",81,7905
"881","The Gig",1985,"Drama",92,165
"882","Girls Just Want to Have Fun",1985,"Comedy",90,9647
"883","The Goonies",1985,"Action/Adventure",114,237191
"884","Gotcha!",1985,"Action/Adventure",101,6704
"885","Grunt! The Wrestling Movie",1985,"Comedy",90,206
"886","Hard Rock Zombies",1985,"Comedy",98,1230
"887","Heaven Help Us",1985,"Comedy",104,3897
"888","The Heavenly Kid",1985,"Comedy",90,4261
"889","Hell Squad",1986,"Action/Adventure",87,215
"890","Hellhole",1985,"Action/Adventure",90,546
"891","The Hills Have Eyes Part II",1984,"Horror",86,5556
"892","Hobgoblins",1988,"Comedy",88,10366
"893","Horror House on Highway Five",1985,"Horror",87,479
"894","Hot Chili",1985,"Comedy",86,341
"895","Hot Moves",1984,"Comedy",85,580
"896","Hot Resort",1985,"Comedy",93,420
"897","Igor and the Lunatics",1985,"Horror",82,369
"898","Into the Night",1985,"Action/Adventure",115,10795
"899","Invasion U.S.A.",1985,"Action/Adventure",107,8594
"900","Jagged Edge",1985,"Drama",108,12894
"901","The Jewel of the Nile",1985,"Action/Adventure",106,49754
"902","The Journey of Natty Gann",1985,"Action/Adventure",101,5150
"903","Just One of the Guys",1985,"Comedy",100,13701
"904","Key Exchange",1985,"Comedy",97,230
"905","King Solomon's Mines",1985,"Action/Adventure",100,12281
"906","Krush Groove",1985,"Comedy",97,2778
"907","The Last Dragon",1985,"Action/Adventure",109,12652
"908","Latino",1985,"Drama",105,152
"909","Legend",1985,"Action/Adventure",94,58567
"910","The Legend of Billie Jean",1985,"Action/Adventure",96,8651
"911","The Lightship",1985,"Crime",89,666
"912","The Lost Empire",1984,"Action/Adventure",83,1050
"913","Lust in the Dust",1984,"Comedy",84,2847
"914","Mala Noche",1986,"Drama",78,3674
"915","The Malibu Bikini Shop",1986,"Comedy",99,940
"916","Malibu Express",1985,"Comedy",105,1720
"917","The Man with One Red Shoe",1985,"Comedy",92,14547
"918","Marie",1985,"Drama",112,809
"919","Mask",1985,"Drama",120,25551
"920","Masterblaster",1987,"Action/Adventure",94,173
"921","Mata Hari",1985,"Drama",108,715
"922","Maxie",1985,"Comedy",98,966
"923","The Mean Season",1985,"Crime",103,3601
"924","Mischief",1985,"Comedy",97,5567
"925","Movers & Shakers",1985,"Comedy",80,459
"926","Moving Violations",1985,"Comedy",90,3661
"927","Murphy's Romance",1985,"Comedy",107,5322
"928","My Man Adam",1985,"Comedy",83,123
"929","My Science Project",1985,"Action/Adventure",94,5223
"930","National Lampoon's European Vacation",1985,"Action/Adventure",95,56808
"931","The New Kids",1985,"Crime",89,2543
"932","Nickel Mountain",1984,"Drama",88,109
"933","A Nightmare on Elm Street Part 2: Freddy's Revenge",1985,"Horror",87,59772
"934","Nine Deaths of the Ninja",1985,"Action/Adventure",94,1167
"935","O.C. and Stiggs",1985,"Comedy",109,1185
"936","Once Bitten",1985,"Comedy",94,13099
"937","The Oracle",1985,"Crime",94,336
"938","Pale Rider",1985,"Drama",115,51377
"939","Pee-wee's Big Adventure",1985,"Action/Adventure",91,48597
"940","Perfect",1985,"Drama",115,4531
"941","Police Academy 2: Their First Assignment",1985,"Comedy",87,50490
